id,git_filename,git_industry_category_key,git_pdf_template_type,git_pdf_language,git_permalink,git_date_updated,github_url,git_publishing_status,git_commit_author,git_commit_subject,git_download_url,git_type_document,git_commit_hash,git_commit_hash_abbreviated,git_repository,git_filepath,git_change_type
,guidance-community-sporting-events--hmn.pdf,"community-sporting-events",Guidance,Hmong,https://files.covid19.ca.gov/pdf/guidance-community-sporting-events--hmn.pdf,"2021-05-10 09:54:56 -0700",https://github.com/cagov/covid-static/blob/30282c2773f6ba4ce91eb1959386dadbf36e9f90/pdf/guidance-community-sporting-events--hmn.pdf,"Git-History",LizNobriga,"uploading-translated-guidance-communitysportingevents-hmong",https://github.com/cagov/covid-static/raw/30282c2773f6ba4ce91eb1959386dadbf36e9f90/pdf/guidance-community-sporting-events--hmn.pdf,PDF,"30282c2773f6ba4ce91eb1959386dadbf36e9f90","30282c277",https://github.com/cagov/covid-static/,pdf/guidance-community-sporting-events--hmn.pdf,Added,
,checklist-agriculture--en.pdf,"agriculture",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-agriculture--en.pdf,"2021-06-15 10:33:05 -0700",https://github.com/cagov/covid-static/blob/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-agriculture--en.pdf,"Git-History",LizNobriga,"replacing-checklist-pdfs-1",https://github.com/cagov/covid-static/raw/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-agriculture--en.pdf,PDF,"6b8944594caac30319a7f94030ea20e0bb26102d","6b8944594",https://github.com/cagov/covid-static/,pdf/checklist-agriculture--en.pdf,Modified,
,checklist-auto-dealerships--en.pdf,"auto-dealerships",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-auto-dealerships--en.pdf,"2021-06-15 10:33:05 -0700",https://github.com/cagov/covid-static/blob/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-auto-dealerships--en.pdf,"Git-History",LizNobriga,"replacing-checklist-pdfs-1",https://github.com/cagov/covid-static/raw/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-auto-dealerships--en.pdf,PDF,"6b8944594caac30319a7f94030ea20e0bb26102d","6b8944594",https://github.com/cagov/covid-static/,pdf/checklist-auto-dealerships--en.pdf,Modified,
,checklist-bars--en.pdf,"bars",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-bars--en.pdf,"2021-06-15 10:33:05 -0700",https://github.com/cagov/covid-static/blob/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-bars--en.pdf,"Git-History",LizNobriga,"replacing-checklist-pdfs-1",https://github.com/cagov/covid-static/raw/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-bars--en.pdf,PDF,"6b8944594caac30319a7f94030ea20e0bb26102d","6b8944594",https://github.com/cagov/covid-static/,pdf/checklist-bars--en.pdf,Modified,
,checklist-cardrooms-racetracks--en.pdf,"cardrooms-racetracks",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-cardrooms-racetracks--en.pdf,"2021-06-15 10:33:05 -0700",https://github.com/cagov/covid-static/blob/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-cardrooms-racetracks--en.pdf,"Git-History",LizNobriga,"replacing-checklist-pdfs-1",https://github.com/cagov/covid-static/raw/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-cardrooms-racetracks--en.pdf,PDF,"6b8944594caac30319a7f94030ea20e0bb26102d","6b8944594",https://github.com/cagov/covid-static/,pdf/checklist-cardrooms-racetracks--en.pdf,Modified,
,checklist-childcare--en.pdf,"childcare",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-childcare--en.pdf,"2021-06-15 10:33:05 -0700",https://github.com/cagov/covid-static/blob/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-childcare--en.pdf,"Git-History",LizNobriga,"replacing-checklist-pdfs-1",https://github.com/cagov/covid-static/raw/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-childcare--en.pdf,PDF,"6b8944594caac30319a7f94030ea20e0bb26102d","6b8944594",https://github.com/cagov/covid-static/,pdf/checklist-childcare--en.pdf,Modified,
,checklist-communications--en.pdf,"communications",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-communications--en.pdf,"2021-06-15 10:33:05 -0700",https://github.com/cagov/covid-static/blob/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-communications--en.pdf,"Git-History",LizNobriga,"replacing-checklist-pdfs-1",https://github.com/cagov/covid-static/raw/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-communications--en.pdf,PDF,"6b8944594caac30319a7f94030ea20e0bb26102d","6b8944594",https://github.com/cagov/covid-static/,pdf/checklist-communications--en.pdf,Modified,
,checklist-construction--en.pdf,"construction",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-construction--en.pdf,"2021-06-15 10:33:05 -0700",https://github.com/cagov/covid-static/blob/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-construction--en.pdf,"Git-History",LizNobriga,"replacing-checklist-pdfs-1",https://github.com/cagov/covid-static/raw/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-construction--en.pdf,PDF,"6b8944594caac30319a7f94030ea20e0bb26102d","6b8944594",https://github.com/cagov/covid-static/,pdf/checklist-construction--en.pdf,Modified,
,checklist-daycamps--en.pdf,"daycamps",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-daycamps--en.pdf,"2021-06-16 14:23:15 -0700",https://github.com/cagov/covid-static/blob/e3b690e3fd72c7df50ed022ee6b33a088a2dea5a/pdf/checklist-daycamps--en.pdf,"Git-History",LizNobriga,"replacing-checklist-daycamps",https://github.com/cagov/covid-static/raw/e3b690e3fd72c7df50ed022ee6b33a088a2dea5a/pdf/checklist-daycamps--en.pdf,PDF,"e3b690e3fd72c7df50ed022ee6b33a088a2dea5a","e3b690e3f",https://github.com/cagov/covid-static/,pdf/checklist-daycamps--en.pdf,Modified,
,checklist-daycamps--en.pdf,"daycamps",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-daycamps--en.pdf,"2021-06-15 08:17:38 -0700",https://github.com/cagov/covid-static/blob/4b0ca24a65a5d15efd58a95317265854c1242db4/pdf/checklist-daycamps--en.pdf,"Git-History",LizNobriga,"replacing-checklist-day-camps",https://github.com/cagov/covid-static/raw/4b0ca24a65a5d15efd58a95317265854c1242db4/pdf/checklist-daycamps--en.pdf,PDF,"4b0ca24a65a5d15efd58a95317265854c1242db4","4b0ca24a6",https://github.com/cagov/covid-static/,pdf/checklist-daycamps--en.pdf,Modified,
,checklist-daycamps--en.pdf,"daycamps",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-daycamps--en.pdf,"2021-04-23 12:37:43 -0700",https://github.com/cagov/covid-static/blob/d6c6fa9fbaa359ef5e265863d6a00180c6642964/pdf/checklist-daycamps--en.pdf,"Git-History",LizNobriga,"replacing-day-camps-checklist",https://github.com/cagov/covid-static/raw/d6c6fa9fbaa359ef5e265863d6a00180c6642964/pdf/checklist-daycamps--en.pdf,PDF,"d6c6fa9fbaa359ef5e265863d6a00180c6642964","d6c6fa9fb",https://github.com/cagov/covid-static/,pdf/checklist-daycamps--en.pdf,Modified,
,checklist-daycamps--en.pdf,"daycamps",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-daycamps--en.pdf,"2021-04-22 18:31:40 -0700",https://github.com/cagov/covid-static/blob/bac2d67bbd5286ca76934e0b74ab28ea66746ec8/pdf/checklist-daycamps--en.pdf,"Git-History",LizNobriga,"replacing-day-camps-checklist",https://github.com/cagov/covid-static/raw/bac2d67bbd5286ca76934e0b74ab28ea66746ec8/pdf/checklist-daycamps--en.pdf,PDF,"bac2d67bbd5286ca76934e0b74ab28ea66746ec8","bac2d67bb",https://github.com/cagov/covid-static/,pdf/checklist-daycamps--en.pdf,Modified,
,checklist-daycamps--en.pdf,"daycamps",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-daycamps--en.pdf,"2021-06-16 14:23:15 -0700",https://github.com/cagov/covid-static/blob/e3b690e3fd72c7df50ed022ee6b33a088a2dea5a/pdf/checklist-daycamps--en.pdf,"Git-History",LizNobriga,"replacing-checklist-daycamps",https://github.com/cagov/covid-static/raw/e3b690e3fd72c7df50ed022ee6b33a088a2dea5a/pdf/checklist-daycamps--en.pdf,PDF,"e3b690e3fd72c7df50ed022ee6b33a088a2dea5a","e3b690e3f",https://github.com/cagov/covid-static/,pdf/checklist-daycamps--en.pdf,Modified,
,checklist-daycamps--en.pdf,"daycamps",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-daycamps--en.pdf,"2021-06-15 08:17:38 -0700",https://github.com/cagov/covid-static/blob/4b0ca24a65a5d15efd58a95317265854c1242db4/pdf/checklist-daycamps--en.pdf,"Git-History",LizNobriga,"replacing-checklist-day-camps",https://github.com/cagov/covid-static/raw/4b0ca24a65a5d15efd58a95317265854c1242db4/pdf/checklist-daycamps--en.pdf,PDF,"4b0ca24a65a5d15efd58a95317265854c1242db4","4b0ca24a6",https://github.com/cagov/covid-static/,pdf/checklist-daycamps--en.pdf,Modified,
,checklist-daycamps--en.pdf,"daycamps",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-daycamps--en.pdf,"2021-04-23 12:37:43 -0700",https://github.com/cagov/covid-static/blob/d6c6fa9fbaa359ef5e265863d6a00180c6642964/pdf/checklist-daycamps--en.pdf,"Git-History",LizNobriga,"replacing-day-camps-checklist",https://github.com/cagov/covid-static/raw/d6c6fa9fbaa359ef5e265863d6a00180c6642964/pdf/checklist-daycamps--en.pdf,PDF,"d6c6fa9fbaa359ef5e265863d6a00180c6642964","d6c6fa9fb",https://github.com/cagov/covid-static/,pdf/checklist-daycamps--en.pdf,Modified,
,checklist-daycamps--en.pdf,"daycamps",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-daycamps--en.pdf,"2021-04-22 18:31:40 -0700",https://github.com/cagov/covid-static/blob/bac2d67bbd5286ca76934e0b74ab28ea66746ec8/pdf/checklist-daycamps--en.pdf,"Git-History",LizNobriga,"replacing-day-camps-checklist",https://github.com/cagov/covid-static/raw/bac2d67bbd5286ca76934e0b74ab28ea66746ec8/pdf/checklist-daycamps--en.pdf,PDF,"bac2d67bbd5286ca76934e0b74ab28ea66746ec8","bac2d67bb",https://github.com/cagov/covid-static/,pdf/checklist-daycamps--en.pdf,Modified,
,checklist-delivery-services--en.pdf,"delivery-services",Checklist,English,https://files.covid19.ca.gov/pdf/checklist-delivery-services--en.pdf,"2021-06-15 10:33:05 -0700",https://github.com/cagov/covid-static/blob/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-delivery-services--en.pdf,"Git-History",LizNobriga,"replacing-checklist-pdfs-1",https://github.com/cagov/covid-static/raw/6b8944594caac30319a7f94030ea20e0bb26102d/pdf/checklist-delivery-services--en.pdf,PDF,"6b8944594caac30319a7f94030ea20e0bb26102d","6b8944594",https://github.com/cagov/covid-static/,pdf/checklist-delivery-services--en.pdf,Modified,
