id,git_filename,git_industry_category_key,git_pdf_template_type,git_pdf_language,git_permalink,git_date_updated,github_url,git_publishing_status,git_commit_author,git_commit_subject,git_download_url,git_type_document,git_commit_hash,git_commit_hash_abbreviated,git_repository,git_filepath,git_change_type
,CDC-California-schools-guidance-crosswalk--en.pdf,"pdf/CDC-California-schools-guidance-crosswalk",Guidance,English,https://files.covid19.ca.gov/pdf/CDC-California-schools-guidance-crosswalk--en.pdf,"2021-02-16 13:16:26 -0800",https://github.com/cagov/covid-static/blob/8e0e0af7a929126439f69ac47bc4a1c6be48f9d7/pdf/CDC-California-schools-guidance-crosswalk--en.pdf,"Git-History",LizNobriga,"uploading-CDC-CA-schools-guidance-crosswalk",https://github.com/cagov/covid-static/raw/8e0e0af7a929126439f69ac47bc4a1c6be48f9d7/pdf/CDC-California-schools-guidance-crosswalk--en.pdf,PDF,"8e0e0af7a929126439f69ac47bc4a1c6be48f9d7","8e0e0af7",https://github.com/cagov/covid-static/,pdf/CDC-California-schools-guidance-crosswalk--en.pdf,Added,
